"indice","valor"
160,16.138345064182
161,15.3361619396557
162,15.7671659751958
163,15.0203340158817
164,16.0438213790938
165,15.7457314094259
166,15.3348189422229
167,14.7400935002416
168,16.0723546763598
169,16.2564316326392
170,15.3253733195563
171,14.4962083377683
172,14.7234337684194
173,15.4739550919162
174,15.7326459824836
175,14.9103844065152
176,15.0719486691398
177,16.3256239777692
178,14.595965220296
179,15.272479023169
180,15.7014786222073
181,15.5784022304747
182,14.6888768343473
183,15.7681327889868
184,15.0533281065374
185,15.1878858581636
186,15.8391888810086
187,15.8387569424643
188,14.5349810792744
189,16.1207707921125
190,15.5105491821382
191,15.2173595129098
192,14.3257417214306
193,15.5440505368731
194,16.2916229438202
195,15.715234694499
196,15.6184230229586
197,14.8534567953808
198,15.5310202335991
199,14.7400499568924
200,15.3817807105452
201,15.0566109036602
202,15.060019538096
203,15.5650246113461
204,15.5220753690998
205,15.0435110286167
206,14.8784903334726
207,15.9848556122587
208,16.2596065809806
209,14.9378522299388
210,15.8663413172844
211,14.8356402741637
212,15.1312595450236
213,15.3152803146011
214,15.7992739946656
215,15.9604191915734
216,15.4235147925781
217,15.5964143291644
218,14.7890060759701
219,15.6571656938238
220,15.9135813076747
221,15.5750349573338
222,14.9042003869364
223,15.6616663092088
224,15.6898304783441
225,14.2016613482846
226,15.252925457217
227,15.6427209394949
228,14.5267572032315
229,16.0094520664005
230,15.3469939528663
231,15.7626318742284
232,15.6253429143458
233,15.3234631020978
234,16.0548872235576
235,15.8324845102697
236,15.1200778001727
237,15.7330662726629
238,15.9106623923214
239,15.3310603947335
240,15.6149452911959
241,15.9298122016354
242,15.3188074180281
243,14.3517147603627
244,16.3150538678256
245,15.3251011378571
246,14.5452264887927
247,15.1549495867962
248,15.0490919925412
249,14.8421348334812
250,14.7645276266021
251,15.5877237971599
252,15.2368639539364
253,14.9652415215594
254,14.2045113887073
255,16.1976540876175
256,15.38976617719
257,15.0994214869653
258,15.5752324662096
259,14.0513132789434
260,15.6507695247341
261,15.0754358828697
262,15.3281583782134
263,15.1170287230712
264,15.890056388287
265,15.072655343337
266,16.0737191738316
267,15.738259675195
268,14.8720000320209
269,15.781709844341
270,15.5517131354112
271,15.8775271461579
272,15.8199654087684
273,14.8597200085101
274,15.755778318979
275,15.0749658860287
276,14.2446700070924
277,15.5566250594842
278,14.8217288041929
279,14.815190991533
280,15.1213404041114
281,15.8670815919575
282,15.9450847916551
283,15.8499068505455
284,15.6197425414737
285,14.9230855341465
286,14.8815913118718
287,15.1737702326358
288,15.1198940411342
289,15.3532765594919
290,15.3219070381101
291,16.4429525884291
292,13.9480997226752
293,16.289403765271
294,15.6192001885245
295,14.5695603033037
296,15.2445194466032
297,14.8995793264836
298,15.9134880210677
299,15.2158591168475
300,15.0379059704979
301,15.6518285242298
302,15.4517293155783
303,15.2884722518533
304,15.2392997666888
305,16.1696777449791
306,15.4123772861823
307,15.4680026509299
308,16.1069970315738
309,15.2535160041218
310,15.1211678594233
311,14.9293918711802
312,15.3526539602767
313,14.9128001630028
314,15.782998337088
315,13.4216711788577
316,15.6646132105496
317,15.479511213699
318,14.6144609669093
319,15.8407589753035
320,15.6215757611263
321,15.3655785739198
322,15.275784992786
323,13.9717396900871
324,15.8378779159301
325,15.834767191789
326,14.9235081292021
327,14.7998589277243
328,15.5169945139294
329,15.7262074403291
330,15.9681025947258
331,15.9981218708354
332,15.1626007390268
333,15.3270267651889
334,15.5750409399465
335,15.5215031989567
336,14.6497509163598
337,15.5077397895901
338,14.6078925330047
339,15.1224041500502
340,16.0177908123383
341,15.2460672508593
342,15.1196945157266
343,14.901012603527
344,14.7923790789053
345,15.0816161364288
346,15.5522467622887
347,15.000155788371
348,14.7884348581325
349,13.8028254310928
350,15.4650387703295
351,14.6654282825421
352,14.525332346851
353,15.5036709378147
354,13.9161290818298
355,15.7924679147935
356,16.3460840744806
357,15.1307025273524
358,15.5217463317438
359,14.9875755224287
360,15.9269910834465
361,14.4168506319354
362,14.4973201379626
363,15.8908218031786
364,15.8376648609804
365,14.9487575162291
366,15.1906428304019
367,16.21540664922
368,15.3165862368599
369,15.5844183712489
370,14.8900355823787
371,14.8435528113035
372,15.8332340979065
373,16.0892196187536
374,14.5836722975223
375,15.5786678238412
376,15.4331181904554
377,14.5224722523541
378,15.5018941542497
379,15.2471329329974
380,16.066140758712
381,14.745440033569
382,15.3281187578443
383,15.6230880199135
384,15.4468843972428
385,15.8123623491072
386,15.7395852341858
387,15.7954059661907
388,15.2775064144454
389,14.9784750020741
390,16.0610123851612
391,15.885331247728
392,15.7647527730265
393,15.2332965747644
394,15.9709837713264
395,15.0769850544633
396,15.3223076296775
397,15.127552894212
398,14.2432379361825
399,15.8064201419102
400,14.9594000628354
401,14.932906581983
402,14.3132099335151
403,14.8736382381353
404,15.1853748452049
405,15.8666617599165
406,14.9328090173351
407,14.6818920469831
408,14.9639941478286
409,15.8917486281025
410,15.5204017193325
411,15.6355948907593
412,15.7067314752135
413,16.0354690187863
414,14.9063375725523
415,13.229699266182
416,14.4987169317001
417,14.1239180626957
418,15.306948995854
419,16.1807158135053
420,15.1393648981181
421,15.8135330880713
422,15.4760744794698
423,14.9122441685446
424,15.7825039812897
425,15.7143582738479
426,15.0120109385618
427,14.8877718597307
428,15.9953193440765
429,15.6924980165665
430,15.9062204364103
431,15.3336173213726
432,15.0898306455671
433,14.7051851858753
434,15.0762883753218
435,15.2459895255253
436,15.1392422387851
437,15.9362376425351
438,15.4086911086656
439,14.5642035848723
440,15.8661718721851
441,15.3309949699751
442,14.2947468376987
443,14.3902235713616
444,15.2468546291044
445,15.4428117021739
446,15.76789166754
447,15.7299996715149
448,15.1753988864104
449,15.9353017730787
450,15.911992195145
451,16.0694592994665
452,14.1973522929579
453,15.5242055494242
454,16.1538647507547
455,15.6802339490254
456,16.2203280560548
457,14.8579612948441
458,15.7470450324902
459,14.2727867046545
460,15.3469252930083
461,15.0929455829577
462,15.7684809571917
463,15.2669858143295
464,15.3033723561493
465,14.6688483876905
466,15.7748250630855
467,15.7876220612868
468,15.4093450401794
469,15.386397655742
470,15.4020001135018
471,15.0942789115853
472,15.5970193338067
473,14.9855414501203
474,15.270621517056
475,14.2011958677882
476,15.177908792042
477,15.6114995193266
478,14.4983245139098
479,15.4092698506032
480,15.3805939087624
481,14.8640283437668
482,15.1332018341143
483,15.6196503067851
484,14.7043332436413
485,15.9620383399525
486,15.6176700964286
487,15.7441243332699
488,14.8782227354583
489,15.1775552037828
490,15.5280971204187
491,16.2207489992025
492,15.8459550137197
493,15.9424393885214
494,15.4058810093843
495,15.7114665579805
496,15.5573799334881
497,14.7264167430521
498,15.5351816853378
499,15.396525743755
500,15.1771640161953
501,14.7526899236163
502,15.6287724022503
503,14.8283714766421
504,15.2726365291215
505,14.9776686231262
506,15.7470200691595
507,14.9780041861304
508,14.9202693789439
509,14.6272163560947
510,15.8735014732618
511,15.1039831331083
512,16.1675563331599
513,15.0688357663061
514,15.6846348720229
515,15.7348281364287
516,14.8297392480273
517,15.5404039359343
518,15.3652368419879
519,14.9588424072369
520,15.7238765331049
521,15.9980209111226
522,14.8818848492027
523,14.578748921704
524,15.0307568807944
525,14.4701040056744
526,15.7226468817599
527,14.0732439346204
528,15.3788921651019
529,15.780031459241
530,15.6825658258603
531,15.0826720943978
532,16.2489747511403
533,15.1933189008499
534,15.053170911971
535,14.8297183202871
536,15.1035907509092
537,15.6051968084474
538,15.7062278815273
539,15.1755785118273
540,16.0496577585346
541,15.7946442309283
542,16.1267668681641
543,15.2831953518565
544,15.7306584248288
545,16.5159207197875
546,15.6633732642219
547,15.653003083393
548,16.0853027901145
549,15.1918135462568
550,15.2724902526499
551,15.5352921453299
552,14.9185853011974
553,15.1906284128941
554,15.8414636368034
555,15.3689075156049
556,15.4259405730985
557,14.4851303176596
558,15.7937891232335
559,15.6420313761479
560,14.9706233400316
561,15.0287515374316
562,15.1003477224647
563,15.2203382982012
564,15.8602238065437
565,14.3602835816787
566,14.791947599108
567,14.3942193949518
568,15.7453958300629
569,14.8801140933067
570,15.5772421118689
571,15.3830459226595
572,15.1978651283576
573,15.648394013437
574,14.2830875829033
575,16.0039368244213
576,14.9413374140911
577,14.5977119067263
578,15.7611835959132
579,15.9604789582949
580,14.2406535910593
581,15.7514296176364
582,13.7694048104223
583,16.0058085643017
584,14.974779106125
585,15.8955976253829
586,15.2330130773432
587,15.170134344393
588,14.3651586273003
589,13.9812621892885
590,16.0486203600962
591,15.1359317356367
592,14.4733960057152
593,15.5476337850517
594,15.5265057785275
595,15.6383755048704
596,16.1338751685706
597,15.8923372296612
598,14.4504510113071
599,15.6346163777483
600,14.8493075881404
601,16.3113349625599
602,15.0935363788014
603,15.5097833818642
604,14.7021881914249
605,14.9320311997607
606,14.8334383235399
607,14.5266833076509
608,16.3778591044769
609,14.5958863772277
610,14.0806255195197
611,14.9413900237175
612,14.8218804754579
613,15.6964496034095
614,15.6411304954937
615,15.5167258285794
616,14.7423040066351
617,16.092038668935
618,16.0288001565311
619,15.5541708642349
620,16.1021578437299
621,15.520537531079
622,15.6368563378538
623,15.2944312872535
624,15.4360976775022
625,15.2944867076
626,14.9872916964157
627,15.8630282403344
628,14.9498938860463
629,14.9104213319791
630,15.3476929994739
631,15.1585010902299
632,15.025817295237
633,15.7088054547108
634,16.0120601277217
635,14.6829098205337
636,15.518706184068
637,15.6416571142959
638,15.4207037529474
639,15.702148189017
640,15.5075343100133
641,15.302492499571
642,15.2020486303215
643,15.1722866350577
644,14.9750988179854
645,13.9119590948378
646,15.2172241425834
647,16.0843522361862
648,14.6072098854824
649,14.2707149989864
650,15.1330248687265
651,14.8102943140046
652,15.5523317620163
653,15.479589957237
654,15.3740526518699
655,14.5259813747035
656,16.017256460083
657,15.864930600605
658,15.6565699092713
659,14.9347993585939
660,15.3533629428495
661,14.8416803317787
662,15.9642061724879
663,14.9265807060993
664,15.1647563929379
665,15.3476415983217
666,15.9405069884455
667,15.5931807938736
668,15.9808349214583
669,15.4370949507886
670,15.8226849439868
671,15.5706648970498
672,15.5258966458856
673,15.7338932265393
674,15.0955226206602
675,14.9436773633188
676,14.6315352703086
677,15.384240981798
678,14.6343735650999
679,12.9179447973948
680,15.4828925720596
681,14.7436999250489
682,14.2855412176229
683,16.0183941653823
684,15.4094845439126
685,14.3125377579808
686,14.9595051383313
687,14.3463321490119
688,15.2947794355731
689,14.3980046298803
690,15.1737041169239
691,15.6812785511459
692,15.1368119708588
693,15.669552130847
694,15.3338121270527
695,15.1568070759067
696,15.3698952417563
697,14.5919652292916
698,14.7155690640973
699,15.605602615904
700,15.5238824609825
701,15.8476571640575
702,15.0087430487981
703,15.105164619173
704,15.0761175849373
705,15.8893168266048
706,15.4845126650531
707,15.1099251086284
708,15.5817559867981
709,15.1429664451251
710,15.3583207237474
711,15.229245797944
712,14.8570051318294
713,15.5676256854457
714,15.203164917549
715,14.1262639118455
716,15.8544091487896
717,16.0515018886319
718,15.4152273773922
719,15.5366853601593
720,13.907436481605
721,14.5888785110028
722,16.0837101452466
723,15.8916631318589
724,15.3048778549967
725,16.0449049746567
726,14.0660155532581
727,15.5468556539916
728,14.4541681481261
729,15.2485798430629
730,15.3777285185488
731,15.6390801788686
732,15.7314858998106
733,14.8713961752477
734,15.621943202893
735,15.717545186744
736,14.7920814685789
737,15.4895789399467
738,15.0928971469283
739,16.1160922394779
740,15.4233654045219
741,15.4438641538653
742,15.6274853222044
743,15.5308866132858
744,14.4916669041968
745,14.7742708442894
746,15.6098360206822
747,15.4131513270471
748,13.9632641172281
749,15.0607983673669
750,15.6110743368063
751,15.2742739582259
752,15.5165362227703
753,15.3711531776906
754,15.1231243647841
755,15.4157268738661
756,15.1030529182206
757,14.894148199171
758,14.8082234164463
759,15.9418003579749
760,15.2671605029421
761,15.3896035580581
762,14.0737590079378
763,15.2165511816338
764,15.4482004017385
765,14.7862480513753
766,15.0655200665679
767,14.9719052530427
768,15.0879828766131
769,14.8856604739901
770,14.6102548244219
771,16.4600050659045
772,15.6151996272791
773,15.2133623833664
774,15.0630293177496
775,14.6255232064923
776,15.6265829337385
777,15.5713726443458
778,14.9436396307283
779,15.8460108174376
780,15.59094610867
781,14.7530766985616
782,14.3492926303288
783,15.3110482572376
784,14.9430356736685
785,15.9043119940725
786,15.1692843469286
787,15.7920487905114
788,14.8278692775612
789,14.6421982297811
790,15.0700535601845
791,15.4830241536098
792,15.5079396621315
793,14.9021460086472
794,15.577368801887
795,14.3186585660026
796,15.860800237257
797,15.27615828045
798,14.4465171081191
799,15.2253335291907
800,15.0489024806957
801,15.6254218806529
802,14.6865390969463
803,15.1795069107773
804,15.4332640770607
805,15.26512725421
806,14.5544960495007
807,15.5079648992257
808,15.2154500517378
809,15.5190157118178
810,16.2144125113053
811,15.115861548775
812,15.8697608921104
813,14.5729150456595
814,15.520070900886
815,16.2514097793203
816,15.1419575395751
817,15.7812432141529
818,15.9042304347127
819,15.4842561522278
820,15.9480523864789
821,15.4672831032702
822,15.5273265445756
823,14.6132948211156
824,15.6426561811593
825,15.9138123279937
826,15.3792728143833
827,14.7946000765793
828,15.2427165830927
829,14.1815952175155
830,15.6463026933295
831,14.9372795062282
832,14.8585959181092
833,15.3404251737351
834,14.3400703768232
835,14.4911711338322
836,15.5286199560152
837,15.6752784953659
838,15.1554152962024
839,15.6368231086249
840,15.3877169411577
841,15.0686698804767
842,15.9228038596985
843,14.3905556028571
844,16.0853543020152
845,15.6556713890225
846,15.4053106760974
847,15.9296864065195
848,15.5823863695873
849,15.6906239175904
850,15.0127561689758
851,14.8140093602982
852,14.1005182354672
853,15.9330305108829
854,15.4178000903041
855,15.2112639064048
856,14.88187275073
857,15.3160159585871
858,15.9232315760784
859,14.560050441566
860,14.4009431550629
861,15.983425115675
862,15.0780098747049
863,14.8752354654231
864,15.717865178612
865,15.7880616882216
866,15.4107702514157
867,15.6961093683774
868,15.1144896211968
869,16.3707143217724
870,15.7076730362594
871,15.2789013023395
872,15.0757397185507
873,15.8003522966943
874,15.3021424375958
875,15.5680208928874
876,15.8739562407346
877,16.152559148749
878,14.2767202547496
879,15.2287603944898
880,14.2586517683117
881,16.2043390865794
882,15.1183278523229
883,14.5235779051187
884,14.7086232470541
885,15.7602889929708
886,15.7588354885514
887,15.4605396015473
888,15.463593984492
889,14.4828031646607
890,14.2839346733478
891,14.8674829850672
892,14.9659893840814
893,15.7235997354285
894,14.9571735660743
895,14.1007224799811
896,15.4815791709047
897,16.2551602571941
898,15.3981635172871
899,14.8282511967052
900,15.6574530051245
901,14.8885051765925
902,14.6655740470743
903,15.7036507372454
904,15.2023983638598
905,15.8810528008189
906,15.1844570150327
907,14.5440561505376
908,14.1717936391419
909,14.5060897928925
910,15.7674144341593
911,16.1061715523533
912,14.5069339363165
913,15.0252401481559
914,15.2551044356718
915,15.4692627010245
916,15.5346499569417
917,15.1446622795245
918,14.8470167718284
919,15.9740305538991
920,16.112453877344
921,14.5910177601499
922,14.7529729899879
923,16.1400747721232
924,15.6625402957664
925,14.9083156209939
926,15.1545564154017
927,14.9248931030126
928,15.5736726912936
929,14.4769595949026
930,15.2307711307259
931,15.4943110851988
932,15.5088904098056
933,15.4616739663141
934,14.9076704405843
935,15.1105106793984
936,14.2460144473792
937,16.2507056747116
938,15.1973669768256
939,15.7241905655326
940,15.9054038307779
941,15.341028923464
942,15.3795815363236
943,15.2416367464284
944,14.8733189715886
945,15.1491017766585
946,16.1531999666801
947,15.0313467830102
948,15.6216561333971
949,15.5417847781541
950,15.9964462939641
951,15.4365970482806
952,16.1615970635075
953,15.5829935973915
954,14.5444562678118
955,16.2211322550146
956,15.8380332551926
957,16.2617281563942
958,15.7880542872476
959,15.7746509418845
960,14.7313915537973
961,14.9795105657744
962,14.0238390943676
963,15.6087553031808
964,14.7671342717538
965,15.5898787104098
966,14.4977167369908
967,15.096192589005
968,14.7129367443414
969,15.7722006959895
970,14.1964847204282
971,14.8038421263112
972,15.195617626665
973,15.4276492818063
974,15.6737509933856
975,15.0153127552918
976,15.7056605725707
977,15.3109372357776
978,14.3496987307172
979,15.3005538523713
980,15.7237887069557
981,15.1150922226126
982,14.8900953879204
983,15.5573413893056
984,15.2261869083476
985,15.5246393853347
986,15.6416877944244
987,14.3790590500645
988,15.481055652719
989,15.6307797322495
990,15.7317527375603
991,15.1849748545397
992,14.5457559495706
993,15.8634816264817
994,15.7282623134175
995,15.0508858921405
996,15.0485436066121
997,15.6686321535018
998,14.3176173203115
999,15.7695509730034
1000,14.3789983747069
